,Unnamed: 0,"Starts, total",  Single-detached,  Multiple,     Semi-detached,     Row,     Apartment,"Starts by intended market, total",  Homeownership - freehold,  Rental,  Homeownership - condominium,  Other (co-op and unknown),"Completions, total",Residential Building Permits4,Residential Building Permits($) (thousands)4,Newly completed and unabsorbed homes1,     Single- and semi-detached,     Row and apartment,Rental vacancy rate (%)2,Rental availability rate (%)2,Vacancy Rate (Standard Spaces) in Seniors' Rental 7,Vacancy Rate of Rented Condominium Apartments ,New Housing Price Index (% change)4,Consumer Price Index (% change)4,Owned accommodation costs (% change)4,Rental accommodation costs (% change)4,  Bachelor,  One-bedroom,  Two-bedroom,  3+ bedroom,"Population on July 1 (thousands)3,5",Labour force participation rate (%)3,Employment (% change)4,Unemployment rate (%)3,"Net migration4,6","Starts by intended market, 1 total",Newly completed and unabsorbed homes2,Rental vacancy rate (%)3,Rental availability rate (%)3,Vacancy Rate (Standard Spaces) in Seniors' Rental 6,New Housing Price Index (% change)5,Consumer Price Index (% change)5,Construction Wage Rate Index (% change)5,Owned accommodation costs (% change)5,Rental accommodation costs (% change)5,Population on July 1 (thousands)4,Labour force participation rate (%)4,Employment (% change)5,Unemployment rate (%)4,Real disposable income (% change)5,Net migration5,Consumer Price Index (%  change)4,Owned accommodation costs (%  change)4,Labour force participation rate (% )3,Employment (%  change)4,Unemployment rate (% )3,Vacancy Rate (Standard Spaces) in Seniors' Rental 8,Teranet - National Bank House Price Index (% change)7, One-bedroom, Two-bedroom,3+ bedroom,Vacancy Rate (Standard Spaces) in Seniors' Rental 9,"New Housing Price Index (% change)4,8","Teranet - National Bank House Price Index (% change)7,8","Consumer Price Index (% change)4,8","Owned accommodation costs (% change)4,8","Rental accommodation costs (% change)4,8","New Housing Price Index (% change)4,7","Consumer Price Index (% change)4,7","Owned accommodation costs (% change)4,7","Rental accommodation costs (% change)4,7"
55,2016,24533,11421,13112,3272,2914,6926,,14123,1613,6896,0,34399,28475,7120.421,,1800,2001,,,,,,,,,837,1002,1193,1307,,,,,,22632,3801,8.4,10.7,9.2,-0.529713623572242,1.07808313080327,3.93874219377577,1.35933522263316,-1.22879241516964,4252.879,72.5166666666666,-1.6227511081496,8.1,0,40164,,,,,,,,,,,,,,,,,,,,
56,category,construction,construction,construction,construction,construction,construction,,construction,construction,construction,construction,construction,construction,construction,,availablesupply,availablesupply,,,,,,,,,averagerent,averagerent,averagerent,averagerent,,,,,,construction,availablesupply,availablesupply,availablesupply,availablesupply,housingcosts,housingcosts,housingcosts,housingcosts,housingcosts,demandinfluences,demandinfluences,demandinfluences,demandinfluences,demandinfluences,demandinfluences,,,,,,,,,,,,,,,,,,,,
57,state,alberta,alberta,alberta,alberta,alberta,alberta,,alberta,alberta,alberta,alberta,alberta,alberta,alberta,,alberta,alberta,,,,,,,,,alberta,alberta,alberta,alberta,,,,,,alberta,alberta,alberta,alberta,alberta,alberta,alberta,alberta,alberta,alberta,alberta,alberta,alberta,alberta,alberta,alberta,,,,,,,,,,,,,,,,,,,,
58,1990,2695,1390,1305,48,120,1137,2695,1516,422,440,317,2680,0,0,0,0,0,2.1,0,0,0,0,,,0,401,517,625,773,0,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,
59,1991,1266,867,399,28,202,169,1266,911,301,54,0,2077,0,0,0,0,0,3.5,0,0,0,0,,,0,416,551,654,793,0,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,
60,1992,1106,687,419,0,231,188,1106,870,190,46,0,1399,0,0,174,82,92,1.3,0,0,0,0,,,0,440,557,653,757,0,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,
61,1993,845,843,2,2,0,0,845,845,0,0,0,1050,0,0,139,94,45,1.6,0,0,0,0,,,0,469,570,670,813,0,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,
62,1994,759,661,98,2,96,0,759,736,23,0,0,759,0,0,80,52,28,1.5,0,0,0,0,,,0,474,587,687,813,0,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,
63,1995,839,611,228,96,132,0,839,839,0,0,0,600,0,0,60,50,10,1.3,0,0,0,0,,,0,483,605,712,844,0,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,
64,1996,1320,1123,197,86,105,6,1320,1314,6,0,0,1104,0,0,48,33,15,1.9,0,0,0,0,,,0,497,609,713,837,0,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,
65,1997,1857,1517,340,78,247,15,1857,1842,15,0,0,1746,0,0,93,58,35,1.2,0,0,0,0,,,0,530,619,737,865,0,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,
66,1998,1930,1409,521,184,314,23,1930,1844,78,8,0,1822,0,0,148,107,41,1,0,0,0,0,,,0,538,661,774,925,0,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,
67,1999,2722,2082,640,60,447,133,2722,2565,24,133,0,2676,0,0,240,162,78,1,0,0,0,0,,,0,550,664,788,894,0,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,
68,2000,2043,1677,366,74,223,69,2043,1974,69,0,0,2230,0,0,108,74,34,0.5,0,0,0,0,,,0,564,695,830,977,0,,,,0,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,,,,,,,,,,,
69,2001,2445,1779,666,130,350,186,2445,2248,197,0,0,2451,0,0,111,39,72,0.9,0,0,0,0,,,0,594,743,881,1025,155.337,,,,0,,,,,,,,,,,,,,,,,0,0,69.8,0,5.8,,,,,,,,,,,,,,,
70,2002,2739,2239,500,120,300,80,2739,2659,80,0,0,2563,0,0,125,59,66,1.4,0,0,0,0,,,0,605,737,877,1105,161.654,,,,3662,,,,,,,,,,,,,,,,,0,0,70.0999999999999,4.98721227621482,5.7,,,,,,,,,,,,,,,
71,2003,2368,1797,571,62,205,304,2368,2044,254,70,0,2468,0,0,197,165,32,3.3,0,0,0,0,,,0,-99,784,934,1074,167.951,,,,3520,,,,,,,,,,,,,,,,,0,0,72.0999999999999,7.42996345919611,5.9,,,,,,,,,,,,,,,
72,2004,2435,1882,553,114,308,131,2435,2293,0,142,0,2314,0,0,253,206,47,3,0,0,0,0,,,0,-99,782,920,1086,173.873,,,,2987,,,,,,,,,,,,,,,,,0,0,71.5999999999999,4.53514739229024,4.9,,,,,,,,,,,,,,,
73,2005,1484,1219,265,48,217,0,1484,1469,3,12,0,1845,0,0,190,152,38,2.1,3.1,0,0,0,,,0,-99,785,909,1055,179.572,,,,2629,,,,,,,,,,,,,,,,,0,0,75.3,9.43600867678959,4.8,,,,,,,,,,,,,,,
74,2006,1169,972,197,26,109,62,1169,1084,62,23,0,1238,1309,265.819,194,154,40,2.8,4.6,0,0,0,,,0,618,804,906,1064,184.411,,,,2395,,,,,,,,,,,,,,,,,0,0,75.9,2.37859266600593,6.2,,,,,,,,,,,,,,,
75,2007,980,746,234,14,127,93,980,938,0,42,0,1068,1262,266.171,260,151,109,3.2,4.1,0,0,0,,,0,654,816,934,1162,186.064,,,,1404,,,,,,,,,,,,,,,,,0,0,74.3,0.774443368828651,5,,,,,,,,,,,,,,,
76,2008,1416,858,558,12,170,376,1416,1010,10,396,0,1004,1409,314.792,184,132,52,3.5,6,0,0,0,,,0,694,860,954,1144,187.831,,,,1133,,,,,,,,,,,,,,,,,0,0,69.9,-5.66762728146012,6,,,,,,,,,,,,,,,
77,2009,427,292,135,0,0,135,427,292,45,90,0,728,394,96.771,141,109,32,3.8,6,15,0,0,,,0,679,821,961,1128,189.307,,,,1033,,,,,,,,,,,,,,,,,0,0,65.7,-8.04480651731161,9.3,,,,,,,,,,,,,,,
78,2010,682,442,240,4,133,103,682,551,31,100,0,752,758,167.68,118,85,33,3.4,5.8,15.5,0,0,,,0,687,851,968,1164,190.813,,,,893,,,,,,,,,,,,,,,,,0,0,71.3,9.74529346622369,9.4,,,,,,,,,,,,,,,
79,2011,700,354,346,1,78,267,700,413,2,285,0,764,696,170.033,142,86,56,1.7,3.4,18.7,0,0,,,0,681,884,1001,1126,192.777,,,,565,,,,,,,,,,,,,,,,,0,0,72.2,2.42179616548941,9.69999999999999,,,,,,,,,,,,,,,
80,2012,782,474,308,6,179,123,782,576,10,196,0,483,694,166.72,129,83,46,2,4.3,10.5,0,0,,,0,692,883,1037,1233,195.429,,,,1837,,,,,,,,,,,,,,,,,0,0,70.2,0.788177339901475,8.1,,,,,,,,,,,,,,,
81,2013,891,602,289,6,165,118,891,728,49,114,0,974,902,208.622,128,69,59,3,4.6,8.3,0,0,,,0,701,908,1048,1296,198.07,,,,1814,,,,,,,,,,,,,,,,,0,0,72.7,6.94037145650049,7.1,,,,,,,,,,,,,,,
82,2014,1148,550,598,6,130,462,1148,630,154,364,0,858,1251,319.609,66,30,36,1.6,3.2,8.9,0,0,,,0,731,986,1118,1305,200.488,,,,1610,,,,,,,,,,,,,,,,,0,0,72.2,2.01096892138938,6,,,,,,,,,,,,,,,
83,2015,1016,695,321,10,131,180,1016,756,76,184,0,1007,840,226.676,47,34,13,1.3,2.8,10.8,0,0,,,0,728,1006,1167,1299,202.546,,,,1275,,,,,,,,,,,,,,,,,0,0,69.7,-2.86738351254479,7,,,,,,,,,,,,,,,
84,2016,1723,686,1037,10,223,804,1723,887,5,831,0,957,1178,319.987,30,30,0,2.2,4.8,10.9,0,0,,,0,749,1012,1150,1387,205.003,,,,1695,,,,,,,,,,,,,,,,,0,0,66.4,-3.87453874538745,7.8,,,,,,,,,,,,,,,
85,category,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,availablesupply,availablesupply,availablesupply,availablesupply,availablesupply,availablesupply,availablesupply,housingcosts,,,housingcosts,averagerent,averagerent,averagerent,averagerent,demandinfluences,,,,demandinfluences,,,,,,,,,,,,,,,,,housingcosts,housingcosts,demandinfluences,demandinfluences,demandinfluences,,,,,,,,,,,,,,,
86,state,barrie,barrie,barrie,barrie,barrie,barrie,barrie,barrie,barrie,barrie,barrie,barrie,barrie,barrie,barrie,barrie,barrie,barrie,barrie,barrie,barrie,barrie,,,barrie,barrie,barrie,barrie,barrie,barrie,,,,barrie,,,,,,,,,,,,,,,,,barrie,barrie,barrie,barrie,barrie,,,,,,,,,,,,,,,
87,1990,651,289,362,120,165,77,651,409,111,131,0,760,0,0,0,0,0,0.8,0,0,,0,0,0,0,328,436,475,475,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,1991,453,183,270,58,64,148,453,244,181,28,0,340,0,0,0,0,0,2.4,0,0,,0,0,0,0,340,479,537,550,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,1992,605,299,306,64,92,150,605,366,217,22,0,647,0,0,82,48,34,2.7,0,0,,0,0,0,0,406,503,541,597,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,1993,434,298,136,54,82,0,434,404,0,30,0,390,0,0,75,64,11,4.2,0,0,,0,0,0,0,405,519,572,637,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,1994,361,225,136,40,96,0,361,313,0,48,0,528,0,0,69,54,15,3.1,0,0,,0,0,0,0,392,529,593,647,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,1995,240,117,123,22,101,0,240,162,0,78,0,283,0,0,93,29,64,2.9,0,0,,0,0,0,0,415,563,606,658,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,1996,180,146,34,22,12,0,180,176,0,4,0,189,0,0,39,34,5,7,0,0,,0,0,0,0,432,540,610,679,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,1997,296,214,82,32,50,0,296,263,0,33,0,264,0,0,62,48,14,4.7,0,0,,0,0,0,0,443,545,612,679,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,1998,357,270,87,16,71,0,357,255,0,102,0,355,0,0,44,30,14,5.2,0,0,,0,0,0,0,454,571,617,681,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,1999,377,311,66,24,22,20,377,335,12,30,0,338,0,0,20,17,3,2.5,0,0,,0,0,0,0,431,559,614,670,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,2000,485,374,111,30,81,0,485,409,0,76,0,414,0,0,32,17,15,2.9,0,0,,0,0,0,0,457,573,639,690,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,2001,475,360,115,46,69,0,475,412,0,63,0,464,0,0,13,13,0,1.8,0,0,,0,0,0,0,465,600,653,713,128.504,65.2,0,6.8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,2002,700,563,137,36,61,40,700,598,0,91,11,538,0,0,7,7,0,2.1,0,0,,0,0,0,0,507,596,665,738,129.629,66.8,3.23679727427597,7.3,839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2003,458,388,70,6,64,0,458,392,0,66,0,459,0,0,21,17,4,3.2,0,0,,0,0,0,0,524,629,675,747,131.1,68.7,5.77557755775576,6.1,1181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,2004,482,414,68,6,62,0,482,427,0,55,0,542,0,0,39,21,18,1.7,0,0,,0,0,0,0,516,633,684,758,132.612,66.3,-2.49609984399375,6.7,1210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,2005,534,331,203,4,139,60,534,332,71,128,3,475,0,0,83,63,20,1.8,2.9,0,,0,0,0,0,502,661,722,824,134.391,68.0999999999999,4.47999999999999,6.6,1361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,2006,409,357,52,2,47,3,409,359,3,47,0,486,688,79.983,122,88,34,2.3,3.5,0,,0,0,0,0,529,639,712,800,135.417,68,1.83767228177642,6.1,312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,2007,589,466,123,16,107,0,589,508,0,81,0,484,678,85.583,143,105,38,2.9,4.6,0,,0,0,0,0,544,676,749,809,136.33,69.7,3.45864661654134,5.9,815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,2008,432,283,149,4,116,29,432,334,15,83,0,523,573,66.002,116,72,44,2.4,2.8,0,,0,0,0,0,557,674,752,813,136.972,69.0999999999999,-0.145348837209294,6,539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,2009,317,258,59,14,42,3,317,283,3,31,0,376,396,43.114,86,42,44,3.3,3.9,4.6,,0,0,0,0,566,685,754,825,137.741,71.5,-0.145560407569153,10,612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,2010,504,280,224,10,143,71,504,370,66,68,0,388,552,68.22,64,29,35,3.7,5.7,7.4,,0,0,0,0,592,695,778,839,138.465,68.8,-1.74927113702622,8.8,486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,2011,428,231,197,4,132,61,428,277,70,81,0,350,485,63.887,59,32,27,1.8,3.1,9.8,,0,0,0,0,654,726,792,900,139.388,69.0999999999999,1.63204747774479,8.6,1194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,2012,402,286,116,12,101,3,402,365,4,33,0,437,455,66.926,46,28,18,3.5,5.2,6.5,,0,0,0,0,620,728,838,900,140.425,67.4,-1.45985401459854,8.4,735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,2013,396,261,135,10,125,0,396,354,0,42,0,427,432,65.622,54,24,30,2.9,4.3,4.7,,0,0,0,0,604,752,835,934,141.789,66.7,2.07407407407408,6.4,1092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,2014,416,278,138,2,76,60,416,281,68,67,0,411,449,98.274,38,28,10,2.4,3.2,4.9,,0,0,0,0,648,782,855,946,142.847,66.2,-0.435413642960829,6.8,814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,2015,789,265,524,16,203,305,789,464,153,172,0,594,825,160.678,60,41,19,2.5,3.8,11.1,,0,0,0,0,627,779,870,950,143.864,65.7,1.02040816326531,5.7,804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,category,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,construction,availablesupply,availablesupply,availablesupply,availablesupply,availablesupply,availablesupply,,housingcosts,housingcosts,housingcosts,housingcosts,averagerent,averagerent,averagerent,averagerent,demandinfluences,demandinfluences,demandinfluences,demandinfluences,demandinfluences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,state,brantford,brantford,brantford,brantford,brantford,brantford,brantford,brantford,brantford,brantford,brantford,brantford,brantford,brantford,brantford,brantford,brantford,brantford,brantford,brantford,,brantford,brantford,brantford,brantford,brantford,brantford,brantford,brantford,brantford,brantford,brantford,brantford,brantford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,1990,36720,18478,18242,1222,5194,11826,,14493,3540,12725,748,37655,32595,2804.333,,0,0,,,,,,,,,445,528,645,739,,,,,,31506,0,0.9,0,0,5.8560794044665,5.4335648666816,0,7.3236889692586,6.38597250784715,3292.111,66.8916666666666,3.40447631728702,8.4,0,0,,,,,,,,,,,,,,,,,,,,
116,1991,31875,18335,13540,1174,3302,9064,,14804,3921,8411,497,29578,33271,3007.172,,0,0,,,,,,,,,449,549,663,764,,,,,,27633,0,2,0,0,-6.48851383028597,5.31293167569864,0,0.750555257716164,4.4867229626615,3373.787,66.925,1.14074129483487,9.9,-0.494695365387106,0,,,,,,,,,,,,,,,,,,,,
117,1992,40621,21472,19149,1910,5366,11873,,17403,3457,13405,334,36050,40629,3853.117,,1352,2217,,,,,,,,,460,562,682,788,,,,,,34599,3569,1.8,0,0,8.33249774390854,2.69397638986984,0,1.60395286963132,2.99902629016554,3468.802,66.8916666666666,2.51988969539446,10.1,2.93407425017999,64545,,,,,,,,,,,,,,,,,,,,
118,1993,42807,17787,25020,2767,5389,16864,,15414,3203,19495,61,42047,41694,4080.533,,2204,3249,,,,,,,,,474,579,699,810,,,,,,38173,5453,1.4,0,0,7.12699000370233,3.51739044999018,0,3.40415980846924,2.39175647570429,3567.772,66.7,3.13865528897682,9.69999999999999,1.71997645450259,69968,,,,,,,,,,,,,,,,,,,,
119,1994,39408,16591,22817,2539,5164,15114,,14000,1988,18631,0,41168,40082,4188.596,,2437,4299,,,,,,,,,489,590,716,825,,,,,,34619,6736,1.4,0,0,-0.639364091930187,1.98367501898253,0,-0.85377324361479,1.95734465884959,3676.075,67.0999999999999,4.51400164872224,9.1,2.10208795429106,78684,,,,,,,,,,,,,,,,,,,,
120,1995,27057,11581,15476,1607,2964,10905,,9277,1215,13014,98,33772,27391,3135.567,,2078,5515,,,,,,,,,510,603,725,847,,,,,,23604,7593,2.3,0,0,-5.4695652173913,2.28943694741741,0,-0.78814858060278,1.57565878837271,3777.39,66.2583333333333,2.42841436015105,8.5,2.09429011941158,71935,,,,,,,,,,,,,,,,,,,,
121,1996,27641,12447,15194,1528,3364,10302,,10895,1571,12194,84,25920,32410,3759.413,,1633,3604,,,,,,,,,522,617,737,851,,,,,,24744,5237,2.8,0,0,-6.14478888786681,0.873441907014831,0,-3.56748804707613,1.60470714094677,3874.317,65.6166666666666,1.56018107994586,8.69999999999999,0.630880414167129,69377,,,,,,,,,,,,,,,,,,,,
122,1997,29351,12911,16440,1979,3469,10992,,10728,2361,11987,134,30794,28701,3255.533,,1810,3774,,,,,,,,,528,625,739,889,,,,,,25210,5584,3.4,0,0,-3.16573556797019,0.766663660142496,0,-3.82913806254767,1.09677985434764,3948.583,65.6083333333333,2.56142785587258,8.5,2.26855536291631,55682,,,,,,,,,,,,,,,,,,,,
123,1998,19931,8691,11240,1218,2117,7905,,7647,920,9064,0,23458,20943,2418.517,,1939,4509,,,,,,,,,545,626,746,852,,,,,,17631,6448,5,0,0,-5.11133603238866,0.277479412817763,3.989950604667,-3.55329949238578,0.676965804547827,3983.113,64.9333333333333,-0.118286459336791,8.8,1.39037953772265,17953,,,,,,,,,,,,,,,,,,,,
124,1999,16309,8731,7578,816,1444,5318,,7414,1656,5085,21,18478,18629,2301.567,,1225,3542,,,,,,,,,540,631,742,842,,,,,,14176,4767,5,0,0,-4.08533333333332,1.08899401945907,-0.679742844273381,-2.08881578947367,0.465517241379298,4011.375,65.0416666666666,1.93609452591253,8.3,4.11326759227066,12571,,,,,,,,,,,,,,,,,,,,
125,2000,14418,7448,6970,885,1675,4410,,6603,1607,4063,80,16784,15739,2062.721,,1298,3053,,,,,,,,,552,640,753,845,,,,,,12353,4351,3.6,0,0,-1.2344306049822,1.84547461368654,2.05730777159349,-0.0251973794725405,0.429037240432474,4039.23,64.775,1.95829061032656,7.2,1.82272462926289,13060,,,,,,,,,,,,,,,,,,,,
126,2001,17234,7862,9372,916,1686,6770,,7287,3826,4447,129,14280,17542,2472.756,,792,1202,,,,,,,,,573,665,772,874,,,,,,15689,1994,2.6,0,0,0.720639567616239,1.66464366221604,0.751393714147214,0.806519364866011,1.12781954887218,4076.881,64.0083333333333,-0.508440193535296,7.7,4.2202919752432,25990,,,,,,,,,,,,,,,,,,,,
127,2002,21625,10730,10895,1225,2305,7365,,10663,2068,7526,57,20108,24772,3499.296,,752,671,,,,,,,,,584,679,795,919,,,,,,20314,1423,3.1,0,0,2.59362772498603,2.32815964523282,2.40978348035284,0.00833402783564539,1.38560324433929,4100.161,64.9833333333333,1.64113643166704,8.5,3.93970415223176,24848,,,,,,,,,,,,,,,,,,,,
128,2003,26174,12252,13922,1353,3297,9272,,11898,1613,11179,30,22045,27163,4082.042,,805,379,,,,,,,,,602,695,806,917,,,,,,24720,1184,3.1,0,0,3.65043042388579,2.19184932077673,1.58960103363218,1.67499999999999,1.025,4123.937,65.5333333333333,2.33766122905409,8,1.21917027316008,24737,,,,,,,,,,,,,,,,,,,,
129,2004,32925,14056,18869,2062,4387,12420,,12993,1601,16258,22,24801,34898,5263.669,,1110,381,,,,,,,,,613,708,821,945,,,,,,30874,1491,2.4,0,0,5.31959629941127,2.01435328657642,-1.16005703934944,2.24571756413408,0.965107646622117,4155.017,65.25,1.51102510311922,7.2,3.95426694047875,33573,,,,,,,,,,,,,,,,,,,,
130,2005,34667,13719,20948,1791,4459,14698,,11890,1352,17877,0,28239,37391,6251.513,,867,405,,,,,,,,,627,725,844,961,,,,,,31119,1272,1.9,3.1,0,4.77141145937313,1.95858981533294,-0.787647196443888,2.49298597194389,0.351307189542484,4195.764,65.4166666666666,3.02801219422006,5.9,3.20824243178235,43248,,,,,,,,,,,,,,,,,,,,
131,2006,36443,15433,21010,2239,4476,14295,,12529,1037,18991,14,34503,38835,6931.038,,1281,397,,,,,,,,,651,756,885,1002,,,,,,32571,1678,1.2,1.9,0,6.54535060975608,1.74847106790027,0.577739349158931,3.01892695135304,0.455914678824393,4241.691,65.3,2.44732098706354,4.8,8.31187459392129,47673,,,,,,,,,,,,,,,,,,,,
132,2007,39195,14474,24721,2111,4175,18435,,11256,1326,21780,0,33236,40932,7823.146,,1321,546,,,,,,,,,681,784,922,1048,,,,,,34362,1867,1,1.7,0,6.4562282035232,1.71071896432148,6.33425813762651,2.71788642575159,1.1265094416079,4290.988,65.9749999999999,3.04280637288292,4.3,5.030971974449,49293,,,,,,,,,,,,,,,,,,,,
133,2008,34321,10991,23330,2061,3926,17343,,9620,1368,19844,25,34791,30110,6033.521,,2179,1695,,,,,,,,,703,821,969,1144,,,,,,30857,3874,1,1.7,0,2.09155816883663,2.12894916281536,4.5898868146406,2.88248337028824,2.04359673024523,4349.412,66.2166666666666,1.62776992875439,4.6,2.95975670637668,57708,,,,,,,,,,,,,,,,,,,,
134,2009,16077,7892,8185,1239,2276,4670,,7172,1020,5636,5,29575,18607,3753.54,,1160,2167,,,,,,,,,744,853,1001,1145,,,,,,13833,3327,2.8,3.6,7.5,-6.50814546651309,-0.0445103857566716,5.14739468043989,-2.46408045977011,1.66496505144113,4410.679,65.825,-2.2284008668275,7.7,0.878006897345647,59430,,,,,,,,,,,,,,,,,,,,
135,2010,26479,11462,15017,1454,3485,10078,,10853,2242,10505,0,27659,28984,5858.804,,1495,3677,,,,,,,,,753,871,1019,1170,,,,,,23600,5172,2.7,3.6,10.4,2.59614538414151,1.38785809707584,2.20209850965716,-0.964867054577596,1.47547315565855,4465.924,65.65,1.41921895434775,7.6,3.58851228298742,53421,,,,,,,,,,,,,,,,,,,,
136,2011,26400,8867,17533,1082,3647,12804,,9560,2697,12089,0,22600,25745,5371.05,,1533,3322,,,,,,,,,776,891,1050,1210,,,,,,24346,4855,2.4,3.3,11.5,-0.437467833247564,2.34975477637069,1.80480627758705,0.490852298081211,1.27892813641899,4499.139,65.0666666666666,0.21442093228123,7.5,1.57624549784039,30798,,,,,,,,,,,,,,,,,,,,
137,2012,27465,8333,19132,1078,3201,14853,,9324,2357,13796,0,25978,27214,5954.664,,1797,3701,,,,,,,,,798,908,1073,1232,,,,,,25477,5498,2.7,3.6,12.6,-0.766778668045141,1.10141610642253,-0.215178083951578,-1.24333925399644,1.25526157546602,4546.29,64.8499999999999,1.55646244253506,6.8,2.95205179488856,35636,,,,,,,,,,,,,,,,,,,,
138,2013,27054,8522,18532,1073,3103,14356,,7370,4412,13903,0,26372,28046,5961.272,,1954,3710,,,,,,,,,810,926,1087,1253,,,,,,25685,5664,2.4,3.3,11.4,-1.08525785726688,-0.0636672325976255,5.545542323785,-1.95593525179855,1.24712345037488,4589.041,64.0416666666666,0.136649257084768,6.6,4.91821161036196,31473,,,,,,,,,,,,,,,,,,,,
139,2014,28356,9569,18787,1409,3551,13827,,8596,4563,13552,30,26115,28709,6585.028,,1604,2665,,,,,,,,,832,953,1112,1281,,,,,,26741,4269,1.5,2.3,10.9,-1.12349688405161,0.99808876619241,2.58286829506297,-0.527401972024767,1.04113204780409,4645.261,63.3333333333333,0.567552755187251,6.1,1.69906808002903,45433,,,,,,,,,,,,,,,,,,,,
140,2015,31446,10152,21294,1202,3751,16341,,8954,5606,15354,0,26603,36798,8640.297,,1256,1420,,,,,,,,,862,987,1155,1330,,,,,,29914,2676,1.2,1.7,9.1,0.763426542387926,1.07933837959068,0.98394768133174,-0.453357922237597,0.986865974892962,4692.953,63.375,1.2194051468114,6.2,4.55725900165054,37990,,,,,,,,,,,,,,,,,,,,
141,2016,41843,12278,29565,1191,4633,23741,,9692,9705,20011,90,29333,36697,8902.001,,1289,706,,,,,,,,,925,1054,1215,1379,,,,,,39498,1995,1.3,1.9,6.3,4.5018060082812,1.87907363749827,-1.7338317977098,1.94519490544192,0.970036645828842,4751.612,64.4166666666666,3.1787270638058,6,0,49489,,,,,,,,,,,,,,,,,,,,
142,category,construction,construction,construction,construction,construction,construction,,construction,construction,construction,construction,construction,construction,construction,,availablesupply,availablesupply,,,,,,,,,averagerent,averagerent,averagerent,averagerent,,,,,,construction,availablesupply,availablesupply,availablesupply,availablesupply,housingcosts,housingcosts,housingcosts,housingcosts,housingcosts,demandinfluences,demandinfluences,demandinfluences,demandinfluences,demandinfluences,demandinfluences,,,,,,,,,,,,,,,,,,,,
