,year,total_dwelling,single_detached,multiple,semi_detached,row,apartment,total_dwelling_market,homeownership_freehold,rental,homeownership_condo,other,completed,res_building_permit,res_building_permit_amount,completed_but_unabsorbed_homes,new_single_and_semi_detached,new_rows_and_apartment,rental_vacancy_rate,rental_avilability_rate,vacancy_rate_seniors,vacancy_rate_condo,HPI_change,CPI_change,owned_accommodation_costs_change,rental_accommodation_costs_change,bachelor,one_bedroom,two_bedroom,three_bedroom,population,labour_participation_rate,employment_change,unemployment_rate,disposable_income_change,migration,region
25,2015,13033,4138,8895,1078,2072,5745,13033,5532,1248,6253,0,14543,15414,4087.262,807,485,322,5.3,7.7,6.4,4.9,1.060277175,1.161403729,2.464472877,2.89209494,900,1122,1332,1286,1433.572,73.8,2.038774234,6.4,,19123,calgary
26,2016,9245,3489,5756,952,1103,3701,9245,4789,162,4294,0,13239,11718,3092.009,1510,535,975,7.0,10.5,10.4,4.4,-0.850888063,0.974308055,1.285536562,-1.072628586,858,1050,1258,1258,1469.341,73.6,-1.519980387,9.4,,23006,calgary
0,1990,762,483,279,16,0,263,560,280,280,0,0,683,1124,62.855,9,9,0,3.1,6.9,9.3,-0.281237445,5.024003573,2.107744108,5.220180811,1.960784314,318,387,479,524,130.404,65.6,0.151538112,14.4,-2.717237987,-145,prince_edward
1,1991,553,376,177,19,12,146,356,221,115,0,20,722,821,49.045,9,9,0,4.6,6.9,9.3,-0.281237445,7.568831721,2.107744108,4.453067258,1.753393665,323,390,498,533,130.369,65.01666667,-2.950522015,16.5,-2.717237987,-145,prince_edward
2,1992,644,421,223,53,6,164,399,230,169,0,0,595,911,55.559,9,9,0,6.2,6.9,9.3,-0.281237445,0.741179958,2.107744108,0.583760835,1.408189735,329,409,503,560,130.827,65.56666667,0.545681322,17.6,3.935679481,-145,prince_edward
3,1993,645,460,185,25,35,125,437,274,162,0,1,674,914,57.481,11,11,0,5.1,6.9,9.3,-0.281237445,1.961938395,2.107744108,-0.597959902,1.169376941,335,410,511,569,132.177,65.20833333,1.628159405,16.9,3.742387278,748,prince_edward
4,1994,669,454,215,47,59,109,455,272,159,24,0,742,794,50.128,30,28,2,6.8,6.9,9.3,-0.281237445,-0.250144314,2.107744108,-0.592710545,1.191981217,329,408,517,556,133.437,65.39166667,2.029295087,16.5,-0.741358611,751,prince_edward
5,1995,422,364,58,20,18,20,245,194,51,0,0,467,644,39.772,17,17,0,7.6,6.9,9.3,-0.281237445,1.572145062,2.107744108,2.242591439,1.133321435,346,418,523,559,134.415,65.03333333,2.587109317,14.8,1.742756335,527,prince_edward
6,1996,554,430,124,10,68,46,372,304,68,0,0,525,678,46.577,8,8,0,4.9,6.9,9.3,-0.281237445,1.84218023,2.107744108,0.008703978,1.191211506,347,421,522,564,135.737,66.01666667,2.915451895,14.6,0.328407225,854,prince_edward
7,1997,470,374,96,12,43,41,287,225,62,0,0,548,717,50.502,14,14,0,4.9,6.9,9.3,-0.120870266,1.277389277,2.107744108,-1.488250653,0.898151378,358,426,527,589,136.095,65.85833333,-0.410764873,15.3,0.297275966,230,prince_edward
8,1998,524,387,137,28,10,99,292,187,105,0,0,400,707,48.181,9,9,0,7.0,6.9,9.3,-0.907624042,-0.460320383,2.107744108,-1.572577083,0.501253133,353,429,529,591,135.804,65.56666667,1.649836439,13.9,1.891749869,-392,prince_edward
9,1999,616,472,144,32,31,81,399,282,116,0,1,626,767,59.588,5,5,0,5.4,6.9,9.3,1.689395481,1.20236774,2.116995318,1.543847051,0.343967667,348,428,531,634,136.281,66.225,1.301245278,14.3,4.126580118,342,prince_edward
10,2000,710,614,96,46,21,29,389,326,62,0,1,668,513,48.199,5,5,0,3.3,6.9,9.3,1.78142514,4.121732773,3.784551795,2.98771325,0.394206873,364,432,538,641,136.47,66.775,4.074585635,12.0,1.693607854,139,prince_edward
11,2001,675,551,124,56,10,58,375,327,48,0,0,589,650,57.876,1,1,0,2.7,6.9,9.3,1.21927237,2.589309225,1.443683883,2.343146511,1.126760563,359,444,561,602,136.665,67.10833333,1.539482415,11.9,1.321183168,281,prince_edward
12,2002,775,582,193,64,47,82,518,351,166,0,1,783,1015,86.481,6,6,0,2.8,6.9,9.3,0.650864581,2.660848734,3.613053613,0.628983563,1.299907149,376,460,566,626,136.876,67.59166667,1.47693112,11.9,5.466546529,102,prince_edward
13,2003,814,613,201,72,40,89,553,424,129,0,0,902,840,81.265,20,19,1,3.7,6.9,9.3,1.061673584,3.533627802,4.45207507,1.875156263,1.441546538,402,465,585,668,137.221,67.74166667,2.112313241,10.9,-1.708084911,186,prince_edward
14,2004,919,682,237,76,80,81,603,478,125,0,0,887,1095,126.362,9,9,0,4.2,6.9,9.3,3.57176965,2.205586412,7.37402936,2.020615183,0.739280434,393,484,603,675,137.681,67.89166667,0.769424823,11.2,0.318004086,281,prince_edward
15,2005,862,634,228,111,75,42,554,472,79,3,0,875,1070,115.602,2,2,0,4.4,6.9,9.3,4.195481789,3.150350476,-4.708614865,2.91877155,0.603392042,411,484,612,721,138.064,68.15,1.664789085,10.9,0.602428586,137,prince_edward
16,2006,738,512,226,62,13,151,523,376,123,24,0,721,911,113.457,3,3,0,5.3,7.0,9.3,2.221238938,2.237153547,3.284954576,1.877678224,2.390987194,424,501,631,707,137.865,68.3,0.492489535,11.1,4.188612892,-310,prince_edward
17,2007,750,573,177,100,23,54,484,431,41,12,0,788,771,102.987,7,1,6,4.1,5.6,9.3,1.281274349,1.837191934,4.907481899,2.699602325,1.131955988,437,519,648,728,137.721,67.81666667,0.600343053,10.2,3.327008106,4,prince_edward
18,2008,712,521,191,59,54,78,495,391,91,13,0,762,723,104.477,5,1,4,2.6,4.0,9.3,1.359090521,3.366089762,1.564417178,2.256310969,0.399185974,431,531,660,759,138.764,68.24166667,0.803799781,10.9,3.523606364,1195,prince_edward
19,2009,877,430,447,56,68,323,693,373,255,65,0,575,731,97.855,21,4,17,3.1,4.3,9.3,0.893911284,-0.099326002,6.528742575,0.35683076,2.253059952,447,554,688,771,139.909,67.51666667,-1.268575571,11.9,5.800614338,1380,prince_edward
20,2010,756,396,360,69,50,241,592,380,212,0,0,899,928,126.688,88,34,54,2.2,3.1,7.1,-1.563022401,1.832256232,1.119879034,-1.734271824,1.623970723,478,573,719,791,141.678,67.51666667,2.337249143,11.4,4.27784194,1971,prince_edward
21,2011,940,431,509,70,47,392,669,325,344,0,0,760,953,121.831,22,12,10,2.9,4.0,9.1,1.774645495,2.943022526,-1.495327103,-0.236301876,0.787756021,493,596,745,853,144.038,68.075,3.085017338,11.0,-0.180355845,2479,prince_edward
22,2012,941,387,554,94,127,333,679,321,299,59,0,886,1086,150.914,47,40,7,5.0,6.1,8.2,0.200233606,2.005284195,9.620493359,-0.214655811,1.034688105,516,624,787,890,145.08,68.63333333,1.705138615,11.2,2.433416846,885,prince_edward
23,2013,636,282,354,71,36,247,502,238,210,46,8,668,654,98.804,24,24,0,7.1,8.2,6.6,0.524562864,2.005711629,4.60013848,2.069579408,1.281956826,537,643,790,918,145.178,69.73333333,1.448448905,11.6,0.13920375,32,prince_edward
24,2014,511,292,219,52,43,124,334,216,94,24,0,571,665,105.435,36,28,8,5.4,6.2,9.0,-1.10163174,1.621199297,4.77017914,1.075581395,0.851094784,525,663,819,909,145.832,68.65833333,-0.112422709,10.6,1.682357467,616,prince_edward
25,2015,558,286,272,58,44,170,394,212,158,0,24,392,632,97.901,6,6,0,4.8,5.1,7.6,0.117252931,-0.583034341,1.330753435,0.934713834,0.649163301,534,678,814,915,146.736,67.55,-1.204276871,10.4,5.10383584,895,prince_edward
26,2016,556,305,251,44,96,111,387,273,114,0,0,593,722,117.836,3,3,0,2.1,3.2,6.2,0.393173833,1.185796223,-3.437122482,1.766633424,0.351153791,558,696,852,922,148.649,65.78333333,-2.221462748,10.7,5.10383584,1928,prince_edward
0,1990,4860,2414,2446,105,1118,1223,4860,3143,1112,603,2,5511,5216,483.839,602,169,433,0.5,6.7,11.6,0.5,3.955770129,4.763532764,8.045373385,4.099393107,407,509,640,761,724.732,70.81,-0.544953976,6.267812327,,6944,ottawa
1,1991,4475,1811,2664,71,991,1602,4475,2444,1941,90,0,4179,4678,437.342,602,169,433,0.8,6.7,11.6,0.5,-0.389513109,5.68911128,5.550695052,4.13595864,435,543,672,818,739.049,70.81,-0.544953976,6.267812327,,6944,ottawa
2,1992,5830,2463,3367,84,1568,1715,5830,3706,1616,452,56,6336,5769,553.191,602,169,433,1.3,6.7,11.6,0.5,0.075199278,1.389460683,0.644685946,3.982254146,457,572,700,839,751.97,70.81,-0.544953976,6.267812327,,6944,ottawa
3,1993,4421,1858,2563,92,1776,695,4421,3528,715,82,96,4664,4052,376.493,648,268,380,1.8,6.7,11.6,0.5,-0.571085062,2.202822049,-0.32942899,3.33197887,465,591,727,881,765.76,70.81,-0.544953976,6.267812327,,6944,ottawa
4,1994,3929,1732,2197,149,1808,240,3929,3493,151,134,151,4655,3973,394.041,706,214,492,2.6,6.7,11.6,0.5,0.226723096,0.516487882,-0.312155711,2.310263468,484,600,738,894,774.26,70.81,-0.544953976,6.267812327,,6944,ottawa
5,1995,2190,807,1383,41,851,491,2190,1553,299,120,218,2316,2205,205.726,599,164,435,3.8,6.7,11.6,0.5,-1.779520434,2.835968379,0.994658316,1.777649659,489,604,738,885,781.273,70.81,-0.544953976,6.267812327,,6944,ottawa
6,1996,3066,1439,1627,151,1278,198,3066,2835,75,156,0,2644,3609,318.934,460,143,317,4.9,6.7,11.6,0.5,-1.550744665,1.5758624,-1.039576874,1.293429003,484,601,739,892,773.905,70.81,-0.544953976,6.267812327,,6944,ottawa
7,1997,3485,2053,1432,120,1185,127,3485,3311,42,132,0,3512,3687,385.747,435,143,292,4.2,6.7,11.6,0.5,0.68621335,1.702771734,-1.428308146,0.829527449,483,603,729,888,780.088,70.81,-0.544953976,6.267812327,,6944,ottawa
8,1998,3615,2248,1367,114,1135,118,3615,3506,101,8,0,3460,3873,434.181,425,185,240,2.1,6.7,11.6,0.5,0.697026022,0.892940192,-0.345891371,1.294139397,493,615,754,928,789.428,70.81,-0.544953976,6.267812327,,6944,ottawa
9,1999,4447,2837,1610,253,1187,170,4447,4279,12,138,18,4144,4697,553.445,312,153,159,0.7,6.7,11.6,0.5,2.630364559,1.926800037,1.332082552,1.368862931,513,637,783,950,802.25,70.81,-0.544953976,6.267812327,,6944,ottawa
10,2000,5786,3494,2292,400,1320,572,5786,5243,511,30,2,4448,6041,739.826,194,117,77,0.2,6.7,11.6,0.5,7.314148681,2.966714906,3.517867062,2.079582283,573,723,877,1056,819.973,70.81,-0.544953976,6.267812327,,6944,ottawa
11,2001,6251,3502,2749,336,1738,675,6251,5376,432,412,31,6463,6246,729.334,220,103,117,0.8,6.7,11.6,0.5,11.57821229,3.258959944,5.258451082,2.557544757,622,762,914,1099,840.289,70.81,-0.544953976,6.267812327,,6944,ottawa
12,2002,7796,3807,3989,316,1972,1701,7796,5921,1113,761,1,6337,7695,926.708,226,85,141,1.9,6.7,11.6,0.5,7.698084867,2.075712463,1.962616822,3.190300112,624,767,930,1129,852.179,70.025,-0.544953976,7.362136076,,6944,ottawa
13,2003,6381,3055,3326,357,2241,728,6381,5549,259,553,20,5874,6915,948.498,167,79,88,2.9,6.7,11.6,0.5,3.754067875,2.525210434,3.249729189,2.008333333,627,768,932,1168,861.479,72.24166667,5.196113847,6.891039125,,4309,ottawa
14,2004,7243,3245,3998,348,2450,1200,7243,5467,323,1453,0,7125,7507,1059.852,302,125,177,3.9,6.7,11.6,0.5,6.597961241,1.902129735,4.043257203,0.923127195,623,771,940,1156,867.334,71.03333333,-0.412073016,6.714295388,,552,ottawa
15,2005,4982,2350,2632,300,1578,754,4982,3875,100,924,83,6046,5174,796.906,414,197,217,3.3,5.6,11.6,0.5,4.602774275,2.265475431,4.173130624,0.089039987,628,762,920,1125,873.532,70.90833333,0.905593263,6.714427126,,1283,ottawa
16,2006,5875,2480,3395,383,1793,1219,5875,4395,108,1372,0,5301,5222,781.628,238,83,155,2.3,4.6,11.6,0.5,3.094233474,1.684867395,2.851824274,0.388192479,633,774,941,1146,882.022,71.84166667,4.487329365,5.099807246,,-916,ottawa
17,2007,6506,2973,3533,300,1954,1279,6506,5144,206,1156,0,5678,6956,1046.905,399,71,328,2.3,3.8,11.6,0.5,1.744299357,1.856397668,3.156446825,0.861999517,643,798,961,1144,892.734,71.75833333,1.414899477,5.159119811,,6301,ottawa
18,2008,6998,2956,4042,213,2153,1676,6998,5276,161,1561,0,6432,7102,1017.58,287,52,235,1.4,2.9,11.6,0.5,3.802317786,2.169001356,3.263386904,1.174121406,671,827,995,1227,906.47,72.7,3.257069147,4.977820817,,8657,ottawa
19,2009,5814,2471,3343,299,1909,1135,5814,4659,216,939,0,5887,6732,954.857,287,33,254,1.5,3.5,11.6,1.1,1.494740727,0.582338198,2.324316977,1.571011289,688,853,1028,1257,921.5,71.13333333,-1.030622812,5.638791374,,9660,ottawa
20,2010,6446,2302,4144,362,1928,1854,6446,4590,320,1536,0,6784,7094,1032.884,275,48,227,1.6,3.4,17.4,2.0,3.981818182,2.513741297,2.331296493,1.702160734,715,877,1048,1312,937.689,72.25833333,2.590931739,6.518153064,,10472,ottawa
21,2011,5794,2134,3660,361,1826,1473,5794,4343,92,1354,5,5954,6488,926.903,312,78,234,1.4,3.2,17.0,1.4,2.972547648,3.031169574,2.232751347,2.00993504,727,899,1086,1322,951.84,70.78333333,0.294641412,5.909512021,,13020,ottawa
22,2012,6026,1592,4434,286,1379,2769,6026,3258,484,2284,0,5537,6628,934.064,433,102,331,2.5,4.6,14.7,3.2,2.598064187,1.318345823,1.491968764,1.288582559,754,916,1115,1377,966.617,72.025,3.34291064,6.081943405,,9838,ottawa
23,2013,6560,1787,4773,398,1615,2760,6560,3806,478,2276,0,5220,5468,1114.402,426,117,309,2.9,5.1,13.0,3.6,0.364117842,0.979317902,0.187664206,1.797337278,766,932,1132,1396,978.49,69.95833333,-1.586929697,6.385855434,,7077,ottawa
24,2014,5762,1775,3987,279,1701,2007,5762,3722,618,1422,0,6794,7281,1625.746,555,97,458,2.6,4.7,14.1,1.7,-1.146108179,1.973550356,0.536963037,0.835573639,780,936,1132,1415,989.927,70.14166667,1.485549225,6.662092925,,6729,ottawa
25,2015,4972,1992,2980,199,1326,1455,4972,3465,707,800,0,5933,4679,1125.313,897,125,772,3.4,5.5,12.4,2.6,-0.967553591,0.944400106,0.975034157,0.626891483,801,972,1174,1390,1001.023,68.84166667,-0.268989569,6.341699834,,6502,ottawa
26,2016,5298,1990,3308,234,1799,1275,5298,3874,745,679,0,5029,7308,1619.046,838,159,679,3.0,4.6,12.5,1.1,0.286364019,1.258400316,0.76265453,0.544217687,812,982,1201,1457,1018.741,69.28333333,2.060497718,6.321516473,,13217,ottawa
0,1990,2189,1230,959,88,396,475,2189,1485,546,158,0,3028,1984,235.3,88,15,73,1.8,4.4,15.9,,,,,,487,533,604,690,243.379,68.8,2.594033722,5.6,,4632,oshawa
1,1991,2596,1385,1211,99,435,677,2596,1628,716,162,90,2545,2704,270.678,88,15,73,3.4,4.4,15.9,,,,,,490,562,641,728,248.328,68.8,2.594033722,5.6,,4632,oshawa
2,1992,2188,910,1278,112,524,642,2188,1246,392,0,550,2911,1807,161.71,88,15,73,6.1,4.4,15.9,,,,,,513,564,651,752,255.403,68.8,2.594033722,5.6,,4632,oshawa
3,1993,1409,1020,389,34,260,95,1409,1202,83,28,96,1665,1618,169.133,85,52,33,4.6,4.4,15.9,,,,,,480,570,659,752,261.28,68.8,2.594033722,5.6,,4632,oshawa
4,1994,1963,1485,478,64,316,98,1963,1821,106,36,0,1986,2344,254.393,126,82,44,3.4,4.4,15.9,,,,,,468,584,659,745,267.142,68.8,2.594033722,5.6,,4632,oshawa
5,1995,1330,1035,295,24,232,39,1330,1291,39,0,0,1389,1165,112.572,116,82,34,2.7,4.4,15.9,,,,,,508,605,689,779,272.557,68.8,2.594033722,5.6,,4632,oshawa
6,1996,1563,1216,347,64,283,0,1563,1429,0,134,0,1350,1611,159.642,92,76,16,3.7,4.4,15.9,,,,,,521,617,700,798,278.175,68.8,2.594033722,5.6,,4632,oshawa
7,1997,2064,1736,328,62,214,52,2064,1957,0,107,0,1991,2129,229.584,59,42,17,2.4,4.4,15.9,,,,,,515,604,691,788,284.834,68.8,2.594033722,5.6,,4632,oshawa
8,1998,1759,1400,359,8,347,4,1759,1706,4,49,0,1764,1834,210.096,99,36,63,2.0,4.4,15.9,,,,,,518,641,726,828,291.387,68.8,2.594033722,5.6,,4632,oshawa
9,1999,2463,2150,313,6,307,0,2463,2339,38,86,0,2248,2517,325.953,95,68,27,1.7,4.4,15.9,,,,,,536,647,745,846,297.328,68.8,2.594033722,5.6,,4632,oshawa
10,2000,2874,2152,722,86,508,128,2874,2647,128,99,0,2475,3325,391.005,80,63,17,1.7,4.4,15.9,,,,,,522,684,778,879,304.414,68.8,2.594033722,5.6,,4632,oshawa
11,2001,2561,2038,523,70,453,0,2561,2539,22,0,0,2560,2964,390.42,51,34,17,1.3,4.4,15.9,,,,,,542,692,799,903,308.599,68.8,2.594033722,5.6,,4632,oshawa
12,2002,3490,2955,535,94,351,90,3490,3344,16,130,0,3315,3342,462.856,59,41,18,2.3,4.4,15.9,,,,,,579,713,819,925,315.101,69.6,2.594033722,6.8,,4632,oshawa
13,2003,3907,3074,833,172,549,112,3907,3795,40,72,0,3459,3940,669.578,51,18,33,2.9,4.4,15.9,,,,,,581,752,845,944,322.777,72.9,9.860935525,5.1,,5871,oshawa
14,2004,3153,2356,797,68,519,210,3153,2915,0,238,0,3647,2815,487.637,26,17,9,3.4,4.4,15.9,,,,,,611,750,852,973,330.304,70.6,-0.632911392,5.4,,5591,oshawa
15,2005,2934,2301,633,10,305,318,2934,2557,41,336,0,2623,3019,583.214,49,25,24,3.3,4.8,15.9,,,,,,611,753,855,980,337.398,70.8,1.910828025,6.5,,4939,oshawa
16,2006,2995,2109,886,18,382,486,2995,2385,1,609,0,2583,2924,547.888,69,52,17,4.1,6.3,15.9,,,,,,616,756,861,995,344.262,68.9,-0.170454545,6.6,,4781,oshawa
17,2007,2389,1747,642,14,351,277,2389,1945,146,298,0,2598,2235,487.694,165,47,118,3.7,5.5,15.9,,,,,,614,770,877,993,348.28,68.5,1.479795105,6.2,,3142,oshawa
18,2008,1987,1500,487,4,432,51,1987,1759,27,201,0,2339,2059,441.375,158,31,127,4.2,5.7,15.9,,,,,,641,785,889,1008,352.63,69.1,1.682557487,7.1,,3328,oshawa
19,2009,980,836,144,4,98,42,980,898,45,37,0,1563,1104,317.505,89,8,81,4.2,6.1,15.9,,,,,,637,785,900,1035,357.061,67.1,-3.419746277,9.1,,3486,oshawa
20,2010,1888,1540,348,16,320,12,1888,1787,12,89,0,1560,1949,504.712,31,11,20,3.0,4.6,17.2,,,,,,659,804,903,1032,362.255,69.9,5.254140491,9.9,,4092,oshawa
21,2011,1859,1384,475,40,361,74,1859,1623,54,182,0,1838,2160,602.671,25,11,14,1.8,3.2,16.9,,,,,,669,819,941,1075,367.266,69.1,2.550189908,8.2,,3666,oshawa
22,2012,1803,1155,648,50,296,302,1803,1314,150,339,0,1759,1692,493.704,17,6,11,2.1,3.4,17.8,,,,,,684,839,939,1053,373.817,68.4,0.529100529,8.7,,4720,oshawa
23,2013,1384,887,497,66,168,263,1384,1067,296,21,0,1680,1736,461.265,5,4,1,2.1,3.0,14.7,,,,,,713,874,985,1126,378.981,67.8,2.368421053,7.5,,3521,oshawa
24,2014,1671,1141,530,32,388,110,1671,1450,111,110,0,1511,1829,562.784,28,28,0,1.8,2.9,12.6,,,,,,724,885,1010,1153,383.831,68.6,3.547557841,7.1,,3247,oshawa
25,2015,2587,1418,1169,20,412,737,2587,1727,605,255,0,1362,2729,808.735,28,28,0,1.7,2.4,4.3,,,,,,794,905,1035,1174,388.563,66.1,-2.482621648,7.5,,3167,oshawa
26,2016,2491,945,1546,56,719,771,2491,1455,255,781,0,1903,2430,753.32,29,28,1,1.7,2.5,11.3,,,,,,777,979,1109,1198,393.977,69.6,8.961303462,5.9,,3897,oshawa
0,1990,1128,571,557,151,30,376,1128,731,362,35,0,1173,1144,67.705,59,36,23,5.1,5.0,1.6,,,,,,323,365,390,413,163.165,59.4,-0.573888092,11.1,,-1625,saguenay
1,1991,955,378,577,148,0,429,955,537,335,36,47,1010,1032,56.691,59,36,23,5.7,5.0,1.6,,,,,,378,389,408,428,164.531,59.4,-0.573888092,11.1,,-1625,saguenay
2,1992,737,288,449,123,26,300,737,415,183,96,43,798,778,46.727,59,36,23,7.1,5.0,1.6,,,,,,283,351,420,441,164.541,59.4,-0.573888092,11.1,,-1625,saguenay
3,1993,668,314,354,140,22,192,668,474,105,89,0,608,740,45.491,41,25,16,6.3,5.0,1.6,,,,,,294,358,419,444,165.115,59.4,-0.573888092,11.1,,-1625,saguenay
4,1994,606,281,325,150,32,143,606,461,60,85,0,646,788,48.144,66,39,27,6.3,5.0,1.6,,,,,,287,362,416,453,164.813,59.4,-0.573888092,11.1,,-1625,saguenay
5,1995,311,166,145,102,9,34,311,269,42,0,0,366,374,25.281,47,27,20,6.0,5.0,1.6,,,,,,289,360,417,455,163.926,59.4,-0.573888092,11.1,,-1625,saguenay
6,1996,309,237,72,60,0,12,309,300,9,0,0,295,391,25.733,17,12,5,5.4,5.0,1.6,,,,,,299,358,423,455,161.582,59.4,-0.573888092,11.1,,-1625,saguenay
7,1997,500,335,165,130,4,31,500,457,43,0,0,476,703,46.974,15,11,4,4.1,5.0,1.6,,,,,,285,359,425,459,161.188,59.4,-0.573888092,11.1,,-1625,saguenay
8,1998,502,331,171,54,0,117,502,388,114,0,0,508,535,40.007,9,9,0,4.8,5.0,1.6,,,,,,297,360,428,456,160.902,59.4,-0.573888092,11.1,,-1625,saguenay
9,1999,305,243,62,36,0,26,305,279,26,0,0,351,375,27.652,43,8,35,4.9,5.0,1.6,,,,,,292,355,428,459,160.061,59.4,-0.573888092,11.1,,-1625,saguenay
10,2000,296,203,93,20,0,73,296,223,73,0,0,300,338,25.385,4,4,0,4.4,5.0,1.6,,,,,,314,363,438,463,158.641,59.4,-0.573888092,11.1,,-1625,saguenay
11,2001,336,228,108,27,0,81,336,262,74,0,0,279,445,32.757,5,2,3,4.4,5.0,1.6,,,,,,296,364,439,478,162.351,59.4,-0.573888092,11.1,,-1625,saguenay
12,2002,596,254,342,20,0,322,596,288,308,0,0,391,575,49.93,1,1,0,4.9,5.0,1.6,,,,,,302,370,440,477,160.973,59.7,-0.573888092,11.5,,-1625,saguenay
13,2003,435,244,191,22,0,169,435,274,161,0,0,709,435,36.416,5,5,0,5.2,5.0,1.6,,,,,,309,374,457,494,159.864,61.1,2.164502165,11.4,,-1288,saguenay
14,2004,347,244,103,32,0,71,347,282,58,7,0,297,507,47.865,0,0,0,5.3,5.0,1.6,,,,,,316,377,459,493,158.875,63.7,4.378531073,11.0,,-1290,saguenay
15,2005,464,267,197,22,6,169,464,315,130,5,14,397,493,52.474,0,0,0,4.5,5.0,1.6,,,,,,313,385,472,493,157.778,59.9,-5.142083897,9.9,,-1333,saguenay
16,2006,485,271,214,22,9,183,485,318,146,21,0,489,623,59.386,3,1,2,4.1,4.8,1.6,,,,,,316,402,485,512,157.264,61.1,3.281027104,8.9,,-1063,saguenay
17,2007,685,373,312,6,9,297,685,430,175,24,56,513,784,94.243,2,1,1,2.8,3.4,1.6,,,,,,332,405,490,526,157.213,61.3,0.966850829,8.9,,-771,saguenay
18,2008,869,400,469,6,12,451,869,468,378,23,0,705,1029,116.227,11,3,8,1.6,2.2,1.6,,,,,,352,412,518,553,157.698,60.3,-0.410396717,8.4,,-365,saguenay
19,2009,584,337,247,12,0,235,584,441,119,24,0,570,675,89.667,13,9,4,1.5,2.4,1.6,,,,,,354,425,518,558,158.064,60.9,1.373626374,8.7,,-382,saguenay
20,2010,783,380,403,46,4,353,783,464,257,28,34,929,933,124.155,27,19,8,1.8,2.1,3.4,,,,,,366,430,535,586,158.651,59.8,-0.54200542,8.3,,-167,saguenay
21,2011,859,475,384,80,12,292,859,613,232,14,0,834,1013,156.018,54,19,35,1.4,1.7,4.6,,,,,,388,446,557,610,159.383,57.6,-1.907356948,7.3,,3,saguenay
22,2012,1117,400,717,218,22,477,1117,674,389,54,0,987,1518,208.797,54,24,30,2.0,2.4,15.6,,,,,,390,439,549,584,160.233,61.3,6.388888889,7.6,,572,saguenay
23,2013,919,337,582,182,32,368,919,593,292,34,0,933,909,149.075,93,55,38,2.8,3.4,12.7,,,,,,389,455,571,623,160.441,61.5,0.391644909,7.7,,2,saguenay
24,2014,672,268,404,126,6,272,672,432,212,28,0,892,753,121.963,127,62,65,4.2,4.3,8.0,,,,,,375,468,595,624,160.249,62.4,-0.78023407,9.6,,-260,saguenay
25,2015,505,205,300,104,0,196,505,351,144,10,0,552,516,85.304,113,66,47,7.1,7.2,8.6,,,,,,374,469,598,641,159.996,60.4,-1.572739187,7.8,,-361,saguenay
26,2016,412,190,222,76,16,130,412,278,134,0,0,438,551,83.084,74,49,25,7.0,7.5,8.3,,,,,,386,469,587,645,159.669,58.8,-2.92942743,8.2,,-587,saguenay
0,1990,2969,1451,1518,22,1069,427,2969,1658,447,864,0,3242,2956,283.673,674,142,532,1.3,5.4,17.0,2.256354492,3.150301781,4.815266837,,,342,432,523,653,614.663,67.2,-0.346120565,6.1,,6953,hamilton
1,1991,2498,790,1708,36,989,683,2498,892,756,836,14,2491,2322,220.091,674,142,532,1.6,5.4,17.0,-5.862023129,3.150301781,4.636392506,,,372,458,548,690,618.603,67.2,-0.346120565,6.1,,6953,hamilton
2,1992,2632,1213,1419,26,902,491,2632,1408,591,262,371,2680,2922,260.899,674,142,532,2.3,5.4,17.0,-3.64303869,3.150301781,1.021750126,,,363,469,574,697,622.347,67.2,-0.346120565,6.1,,6953,hamilton
